,Away_team,division,matchday,result_home,season,team,GD_home,Pts_difference,home_rank
27284,Athletic,1,37,W,1996-1997,Atlético Madrid,15.0,30.0,5
27290,SD Compostela,1,37,L,1996-1997,Rayo Vallecano,-15.0,1.0,18
27285,Sporting Gijón,1,37,L,1996-1997,Celta de Vigo,-1.0,-10.0,13
27286,Real Betis,1,37,W,1996-1997,CD Logroñés,-47.0,-5.0,22
27289,Real Sociedad,1,37,L,1996-1997,Racing,4.0,-7.0,11
27288,Sevilla FC,1,37,L,1996-1997,Hércules CF,-29.0,-2.0,20
27293,CD Tenerife,1,37,T,1996-1997,Real Oviedo,-16.0,-2.0,16
27290,Espanyol,1,37,W,1996-1997,Real Zaragoza,-10.0,-10.0,14
27286,Valencia,1,37,T,1996-1997,Dep. La Coruña,30.0,30.0,3
27302,Sevilla FC,1,38,T,1996-1997,Real Betis,37.0,29.0,4
27303,Dep. La Coruña,1,38,T,1996-1997,Sporting Gijón,-24.0,-8.0,18
27298,CD Tenerife,1,38,W,1996-1997,Espanyol,-8.0,1.0,14
27295,Athletic,1,38,L,1996-1997,CF Extremadura,-24.0,-8.0,19
27304,Hércules CF,1,38,W,1996-1997,Valencia,4.0,8.0,9
27300,Racing,1,38,W,1996-1997,Real Zaragoza,-9.0,-7.0,12
27305,Atlético Madrid,1,38,T,1996-1997,Real Sociedad,1.0,13.0,8
27301,CD Logroñés,1,38,W,1996-1997,Rayo Vallecano,-16.0,4.0,17
27299,Real Madrid,1,38,L,1996-1997,Real Valladolid,12.0,16.0,6
27301,Real Oviedo,1,38,T,1996-1997,SD Compostela,-16.0,-7.0,13
27296,Barcelona,1,38,L,1996-1997,Celta de Vigo,-2.0,-11.0,15
27307,Barcelona,1,39,L,1996-1997,Dep. La Coruña,30.0,27.0,4
27313,Athletic,1,39,L,1996-1997,Real Madrid,47.0,50.0,1
27307,CF Extremadura,1,39,T,1996-1997,Atlético Madrid,16.0,26.0,5
27313,Espanyol,1,39,W,1996-1997,SD Compostela,-16.0,-4.0,12
27309,Sporting Gijón,1,39,L,1996-1997,Hércules CF,-36.0,-4.0,21
27309,Real Oviedo,1,39,T,1996-1997,CD Logroñés,-47.0,-8.0,22
27314,Rayo Vallecano,1,39,W,1996-1997,Sevilla FC,-25.0,-6.0,20
27310,CD Tenerife,1,39,T,1996-1997,Racing,1.0,-10.0,13
27311,Celta de Vigo,1,39,L,1996-1997,Real Valladolid,11.0,15.0,7
27312,Real Sociedad,1,39,W,1996-1997,Real Zaragoza,-8.0,-4.0,11
27316,Real Betis,1,39,T,1996-1997,Valencia,6.0,6.0,9
27325,Real Betis,1,40,W,1996-1997,Sporting Gijón,-22.0,-2.0,17
27322,Valencia,1,40,W,1996-1997,Rayo Vallecano,-17.0,6.0,18
27317,Athletic,1,40,L,1996-1997,Celta de Vigo,-3.0,-9.0,16
27322,Dep. La Coruña,1,40,W,1996-1997,Real Valladolid,10.0,18.0,7
27319,CD Logroñés,1,40,W,1996-1997,Espanyol,-9.0,3.0,14
27320,Barcelona,1,40,W,1996-1997,Hércules CF,-38.0,-1.0,20
27323,Racing,1,40,T,1996-1997,SD Compostela,-14.0,-6.0,11
27321,Real Madrid,1,40,L,1996-1997,CF Extremadura,-25.0,-11.0,19
27324,Real Oviedo,1,40,L,1996-1997,Sevilla FC,-23.0,-7.0,21
27320,Real Sociedad,1,40,L,1996-1997,CD Tenerife,12.0,6.0,10
27327,Atlético Madrid,1,40,L,1996-1997,Real Zaragoza,-5.0,-5.0,13
27327,Real Madrid,1,41,L,1996-1997,Atlético Madrid,17.0,28.0,5
27334,Barcelona,1,41,L,1996-1997,Real Betis,36.0,25.0,3
27335,Real Sociedad,1,41,L,1996-1997,SD Compostela,-14.0,-7.0,13
27332,Celta de Vigo,1,41,W,1996-1997,CF Extremadura,-30.0,-8.0,19
27333,Sporting Gijón,1,41,L,1996-1997,Rayo Vallecano,-15.0,5.0,18
27330,Racing,1,41,T,1996-1997,CD Logroñés,-51.0,-11.0,22
27336,Espanyol,1,41,W,1996-1997,Sevilla FC,-24.0,-4.0,20
27337,CD Tenerife,1,41,T,1996-1997,Real Zaragoza,-6.0,-7.0,12
27338,Real Oviedo,1,41,W,1996-1997,Valencia,4.0,8.0,9
27334,Hércules CF,1,41,W,1996-1997,Real Valladolid,12.0,21.0,7
27328,Dep. La Coruña,1,41,W,1996-1997,Athletic,15.0,7.0,6
27344,Real Betis,1,42,L,1996-1997,Real Valladolid,13.0,20.0,7
27342,Valencia,1,42,W,1996-1997,Espanyol,-7.0,5.0,12
