,season,division,matchday,team,Away_team,index_match,W,L,T,result,rank,GD_home,GD_away
47324,2020-2021,1,23,Sevilla FC,SD Huesca,25900,14.0,5.0,3.0,W,4.0,17.0,-17.0
47323,2020-2021,1,23,SD Eibar,Real Valladolid,25901,4.0,10.0,8.0,T,18.0,-7.0,7.0
47315,2020-2021,1,23,Alavés,Barcelona,25902,5.0,10.0,7.0,L,16.0,-10.0,10.0
47321,2020-2021,1,23,Real Sociedad,Getafe,25903,9.0,5.0,8.0,W,6.0,16.0,-16.0
47324,2020-2021,1,23,Valencia,Real Madrid,25904,5.0,8.0,9.0,L,12.0,-2.0,2.0
47318,2020-2021,1,23,CA Osasuna,Levante,25905,5.0,10.0,7.0,W,15.0,-10.0,10.0
47320,2020-2021,1,23,Real Betis,Villarreal,25906,9.0,10.0,3.0,W,8.0,-8.0,8.0
47318,2020-2021,1,23,Cádiz CF,Athletic,25907,6.0,10.0,6.0,L,13.0,-15.0,15.0
47331,2020-2021,1,24,Real Betis,Getafe,25908,10.0,10.0,3.0,W,7.0,-7.0,7.0
47330,2020-2021,1,24,Elche CF,SD Eibar,25909,3.0,11.0,9.0,W,19.0,-17.0,17.0
47330,2020-2021,1,24,Levante,Atlético Madrid,25910,6.0,7.0,10.0,W,11.0,-1.0,1.0
47335,2020-2021,1,24,Valencia,Celta de Vigo,25911,5.0,9.0,9.0,W,14.0,-4.0,4.0
47333,2020-2021,1,24,Real Valladolid,Real Madrid,25912,4.0,10.0,9.0,L,17.0,-12.0,12.0
47328,2020-2021,1,24,Barcelona,Cádiz CF,25913,15.0,4.0,4.0,T,2.0,31.0,-31.0
47332,2020-2021,1,24,Real Sociedad,Alavés,25914,10.0,5.0,8.0,W,5.0,17.0,-17.0
47329,2020-2021,1,24,Granada CF,SD Huesca,25915,8.0,9.0,6.0,L,8.0,-11.0,11.0
47334,2020-2021,1,24,Villarreal,Athletic,25916,8.0,3.0,12.0,T,6.0,8.0,-8.0
47329,2020-2021,1,24,CA Osasuna,Sevilla FC,25917,6.0,10.0,7.0,L,12.0,-9.0,9.0
47335,2020-2021,1,25,Athletic,Levante,25918,8.0,11.0,5.0,T,10.0,5.0,-5.0
47343,2020-2021,1,25,SD Eibar,SD Huesca,25919,4.0,11.0,9.0,T,19.0,-8.0,8.0
47337,2020-2021,1,25,Barcelona,Sevilla FC,25920,15.0,4.0,5.0,W,4.0,31.0,-31.0
47336,2020-2021,1,25,Alavés,CA Osasuna,25921,5.0,12.0,7.0,L,16.0,-18.0,18.0
47339,2020-2021,1,25,Getafe,Valencia,25922,6.0,12.0,6.0,W,15.0,-13.0,13.0
47337,2020-2021,1,25,Celta de Vigo,Real Valladolid,25923,7.0,9.0,8.0,T,11.0,-7.0,7.0
47338,2020-2021,1,25,Cádiz CF,Real Betis,25924,6.0,11.0,7.0,L,13.0,-19.0,19.0
47339,2020-2021,1,25,Elche CF,Granada CF,25925,4.0,11.0,9.0,L,17.0,-16.0,16.0
47345,2020-2021,1,25,Villarreal,Atlético Madrid,25926,8.0,3.0,13.0,L,6.0,8.0,-8.0
47341,2020-2021,1,25,Real Sociedad,Real Madrid,25927,11.0,5.0,8.0,T,5.0,21.0,-21.0
47354,2020-2021,1,26,Villarreal,Valencia,25928,8.0,4.0,13.0,L,7.0,6.0,-6.0
47348,2020-2021,1,26,Getafe,Real Valladolid,25929,7.0,12.0,6.0,L,13.0,-10.0,10.0
47350,2020-2021,1,26,Elche CF,Sevilla FC,25930,4.0,12.0,9.0,W,19.0,-17.0,17.0
47349,2020-2021,1,26,Cádiz CF,SD Eibar,25931,6.0,12.0,7.0,W,15.0,-20.0,20.0
47348,2020-2021,1,26,CA Osasuna,Barcelona,25932,7.0,11.0,7.0,L,12.0,-10.0,10.0
47347,2020-2021,1,26,Celta de Vigo,SD Huesca,25933,7.0,9.0,9.0,W,11.0,-7.0,7.0
47351,2020-2021,1,26,Real Madrid,Atlético Madrid,25934,16.0,4.0,5.0,T,3.0,23.0,-23.0
47350,2020-2021,1,26,Levante,Real Sociedad,25935,7.0,7.0,11.0,L,9.0,1.0,-1.0
47346,2020-2021,1,26,Athletic,Granada CF,25936,8.0,11.0,6.0,W,10.0,5.0,-5.0
47345,2020-2021,1,26,Alavés,Real Betis,25937,5.0,13.0,7.0,L,18.0,-19.0,19.0
47363,2020-2021,1,27,Valencia,Levante,25938,7.0,10.0,9.0,L,12.0,-4.0,4.0
47356,2020-2021,1,27,Alavés,Cádiz CF,25939,5.0,14.0,7.0,T,18.0,-20.0,20.0
47358,2020-2021,1,27,Elche CF,Real Madrid,25940,5.0,12.0,9.0,L,17.0,-16.0,16.0
47361,2020-2021,1,27,Real Valladolid,CA Osasuna,25941,5.0,11.0,10.0,T,16.0,-12.0,12.0
47356,2020-2021,1,27,Atlético Madrid,Getafe,25942,19.0,2.0,5.0,T,1.0,32.0,-32.0
47355,2020-2021,1,27,Athletic,Celta de Vigo,25943,9.0,11.0,6.0,T,8.0,6.0,-6.0
47360,2020-2021,1,27,Real Sociedad,Granada CF,25944,12.0,5.0,9.0,L,5.0,22.0,-22.0
47364,2020-2021,1,27,SD Eibar,Villarreal,25945,4.0,12.0,10.0,L,19.0,-9.0,9.0
47365,2020-2021,1,27,Sevilla FC,Real Betis,25946,16.0,7.0,3.0,W,4.0,17.0,-17.0
47362,2020-2021,1,27,SD Huesca,Barcelona,25947,3.0,12.0,11.0,L,20.0,-15.0,15.0
47371,2020-2021,1,28,Levante,Real Betis,25948,8.0,8.0,11.0,L,9.0,1.0,-1.0
47373,2020-2021,1,28,SD Eibar,Athletic,25949,4.0,13.0,10.0,T,19.0,-11.0,11.0
47372,2020-2021,1,28,Real Madrid,Celta de Vigo,25950,17.0,4.0,6.0,W,3.0,24.0,-24.0
47373,2020-2021,1,28,SD Huesca,CA Osasuna,25951,3.0,13.0,11.0,T,20.0,-18.0,18.0
47374,2020-2021,1,28,Sevilla FC,Real Valladolid,25952,17.0,7.0,3.0,T,4.0,18.0,-18.0
47369,2020-2021,1,28,Getafe,Elche CF,25953,7.0,13.0,7.0,T,15.0,-11.0,11.0
47370,2020-2021,1,28,Granada CF,Valencia,25954,10.0,11.0,6.0,L,8.0,-11.0,11.0
47368,2020-2021,1,28,Cádiz CF,Villarreal,25955,7.0,12.0,8.0,L,14.0,-19.0,19.0
47365,2020-2021,1,28,Alavés,Atlético Madrid,25956,5.0,14.0,8.0,L,18.0,-20.0,20.0
47371,2020-2021,1,28,Real Sociedad,Barcelona,25957,12.0,6.0,9.0,L,5.0,21.0,-21.0
47382,2020-2021,1,29,Levante,SD Huesca,25958,8.0,9.0,11.0,L,10.0,-1.0,1.0
47381,2020-2021,1,29,Granada CF,Villarreal,25959,10.0,12.0,6.0,L,8.0,-12.0,12.0
47383,2020-2021,1,29,Real Madrid,SD Eibar,25960,18.0,4.0,6.0,W,3.0,26.0,-26.0
47378,2020-2021,1,29,CA Osasuna,Getafe,25961,7.0,12.0,9.0,T,13.0,-12.0,12.0
47377,2020-2021,1,29,Celta de Vigo,Alavés,25962,8.0,10.0,10.0,W,11.0,-8.0,8.0
47380,2020-2021,1,29,Elche CF,Real Betis,25963,5.0,13.0,10.0,T,17.0,-17.0,17.0
47383,2020-2021,1,29,Valencia,Cádiz CF,25964,8.0,11.0,9.0,L,12.0,-4.0,4.0
47385,2020-2021,1,29,Sevilla FC,Atlético Madrid,25965,17.0,7.0,4.0,W,4.0,18.0,-18.0
47380,2020-2021,1,29,Real Valladolid,Barcelona,25966,5.0,11.0,12.0,L,16.0,-12.0,12.0
47375,2020-2021,1,29,Athletic,Real Sociedad,25967,9.0,11.0,8.0,T,9.0,6.0,-6.0
47393,2020-2021,1,30,SD Huesca,Elche CF,25968,4.0,13.0,12.0,W,18.0,-16.0,16.0
47389,2020-2021,1,30,Cádiz CF,Getafe,25969,8.0,13.0,8.0,W,13.0,-19.0,19.0
47386,2020-2021,1,30,Athletic,Alavés,25970,9.0,11.0,9.0,T,9.0,6.0,-6.0
47392,2020-2021,1,30,Levante,SD Eibar,25971,8.0,10.0,11.0,W,11.0,-3.0,3.0
47390,2020-2021,1,30,Real Madrid,Barcelona,25972,19.0,4.0,6.0,W,3.0,28.0,-28.0
47395,2020-2021,1,30,Villarreal,CA Osasuna,25973,11.0,5.0,13.0,L,5.0,11.0,-11.0
47393,2020-2021,1,30,Real Sociedad,Valencia,25974,12.0,7.0,10.0,T,6.0,16.0,-16.0
47391,2020-2021,1,30,Real Valladolid,Granada CF,25975,5.0,12.0,12.0,L,16.0,-13.0,13.0
47386,2020-2021,1,30,Atlético Madrid,Real Betis,25976,20.0,3.0,6.0,T,1.0,32.0,-32.0
47387,2020-2021,1,30,Celta de Vigo,Sevilla FC,25977,9.0,10.0,10.0,L,8.0,-6.0,6.0
47403,2020-2021,1,31,Levante,Sevilla FC,25978,9.0,10.0,11.0,L,9.0,-2.0,2.0
47403,2020-2021,1,31,Valencia,CA Osasuna,25979,8.0,12.0,10.0,L,14.0,-5.0,5.0
47404,2020-2021,1,31,Real Betis,Athletic,25980,14.0,11.0,5.0,T,6.0,-3.0,3.0
47404,2020-2021,1,31,Villarreal,Alavés,25981,11.0,6.0,13.0,L,7.0,10.0,-10.0
47401,2020-2021,1,31,Elche CF,Real Valladolid,25982,5.0,14.0,11.0,T,18.0,-19.0,19.0
47400,2020-2021,1,31,Cádiz CF,Real Madrid,25983,9.0,13.0,8.0,L,12.0,-18.0,18.0
47397,2020-2021,1,31,Atlético Madrid,SD Huesca,25984,20.0,3.0,7.0,W,1.0,32.0,-32.0
47400,2020-2021,1,31,SD Eibar,Granada CF,25985,4.0,15.0,11.0,L,20.0,-14.0,14.0
47405,2020-2021,1,31,Real Sociedad,Celta de Vigo,25986,12.0,7.0,11.0,W,5.0,16.0,-16.0
47397,2020-2021,1,31,Getafe,Barcelona,25987,7.0,14.0,9.0,L,15.0,-12.0,12.0
47408,2020-2021,1,32,Elche CF,Levante,25988,5.0,14.0,12.0,W,18.0,-19.0,19.0
47410,2020-2021,1,32,Real Valladolid,Cádiz CF,25989,5.0,13.0,13.0,T,16.0,-14.0,14.0
47414,2020-2021,1,32,Valencia,Alavés,25990,8.0,13.0,10.0,T,14.0,-7.0,7.0
47413,2020-2021,1,32,Real Betis,Real Madrid,25991,14.0,11.0,6.0,T,6.0,-3.0,3.0
47412,2020-2021,1,32,SD Huesca,Getafe,25992,5.0,14.0,12.0,L,19.0,-16.0,16.0
47415,2020-2021,1,32,Villarreal,Barcelona,25993,11.0,7.0,13.0,L,7.0,9.0,-9.0
47407,2020-2021,1,32,Celta de Vigo,CA Osasuna,25994,9.0,12.0,10.0,W,12.0,-8.0,8.0
47413,2020-2021,1,32,Sevilla FC,Granada CF,25995,20.0,7.0,4.0,W,4.0,21.0,-21.0
47406,2020-2021,1,32,Athletic,Atlético Madrid,25996,9.0,11.0,11.0,W,9.0,6.0,-6.0
47411,2020-2021,1,32,SD Eibar,Real Sociedad,25997,4.0,16.0,11.0,L,20.0,-17.0,17.0
47420,2020-2021,1,33,CA Osasuna,Elche CF,25998,9.0,13.0,10.0,W,12.0,-10.0,10.0
47422,2020-2021,1,33,Sevilla FC,Real Sociedad,25999,21.0,7.0,4.0,W,4.0,22.0,-22.0
47416,2020-2021,1,33,Alavés,SD Huesca,26000,6.0,16.0,10.0,W,18.0,-22.0,22.0
47418,2020-2021,1,33,Atlético Madrid,SD Eibar,26001,21.0,4.0,7.0,W,3.0,33.0,-33.0
47415,2020-2021,1,33,Celta de Vigo,Cádiz CF,26002,10.0,12.0,10.0,T,10.0,-7.0,7.0
47423,2020-2021,1,33,Valencia,Real Betis,26003,8.0,13.0,11.0,T,14.0,-7.0,7.0
47418,2020-2021,1,33,Real Madrid,Getafe,26004,21.0,4.0,7.0,T,2.0,32.0,-32.0
47423,2020-2021,1,33,Levante,Villarreal,26005,9.0,12.0,11.0,L,11.0,-4.0,4.0
47419,2020-2021,1,33,Real Valladolid,Athletic,26006,5.0,13.0,14.0,T,17.0,-14.0,14.0
47417,2020-2021,1,33,Granada CF,Barcelona,26007,12.0,14.0,6.0,W,8.0,-12.0,12.0
47426,2020-2021,1,34,Celta de Vigo,Levante,26008,10.0,12.0,11.0,W,10.0,-7.0,7.0
47431,2020-2021,1,34,SD Eibar,Alavés,26009,4.0,18.0,11.0,W,20.0,-23.0,23.0
47427,2020-2021,1,34,Elche CF,Atlético Madrid,26010,6.0,15.0,12.0,L,18.0,-20.0,20.0
47432,2020-2021,1,34,SD Huesca,Real Sociedad,26011,5.0,16.0,12.0,W,19.0,-19.0,19.0
47429,2020-2021,1,34,CA Osasuna,Real Madrid,26012,10.0,13.0,10.0,L,11.0,-8.0,8.0
47433,2020-2021,1,34,Real Betis,Real Valladolid,26013,14.0,11.0,8.0,T,6.0,-3.0,3.0
47431,2020-2021,1,34,Getafe,Villarreal,26014,8.0,15.0,10.0,L,15.0,-13.0,13.0
47430,2020-2021,1,34,Cádiz CF,Granada CF,26015,9.0,14.0,10.0,W,13.0,-21.0,21.0
47428,2020-2021,1,34,Barcelona,Valencia,26016,22.0,6.0,5.0,W,3.0,46.0,-46.0
47426,2020-2021,1,34,Athletic,Sevilla FC,26017,10.0,11.0,12.0,W,9.0,7.0,-7.0
47443,2020-2021,1,35,Real Sociedad,Elche CF,26018,14.0,9.0,11.0,W,5.0,16.0,-16.0
47436,2020-2021,1,35,Alavés,Levante,26019,7.0,17.0,10.0,T,17.0,-24.0,24.0
47435,2020-2021,1,35,Atlético Madrid,Barcelona,26020,23.0,4.0,7.0,T,1.0,39.0,-39.0
47443,2020-2021,1,35,SD Huesca,Cádiz CF,26021,6.0,16.0,12.0,L,18.0,-18.0,18.0
47437,2020-2021,1,35,Athletic,CA Osasuna,26022,11.0,11.0,12.0,T,8.0,8.0,-8.0
47442,2020-2021,1,35,SD Eibar,Getafe,26023,5.0,18.0,11.0,W,20.0,-20.0,20.0
47444,2020-2021,1,35,Valencia,Real Valladolid,26024,8.0,14.0,12.0,W,14.0,-8.0,8.0
47437,2020-2021,1,35,Celta de Vigo,Villarreal,26025,11.0,12.0,11.0,W,10.0,-5.0,5.0
47442,2020-2021,1,35,Real Madrid,Sevilla FC,26026,22.0,4.0,8.0,T,2.0,34.0,-34.0
47439,2020-2021,1,35,Granada CF,Real Betis,26027,13.0,15.0,6.0,L,9.0,-12.0,12.0
47447,2020-2021,1,36,CA Osasuna,Cádiz CF,26028,10.0,14.0,11.0,W,12.0,-10.0,10.0
47449,2020-2021,1,36,Elche CF,Alavés,26029,6.0,17.0,12.0,L,19.0,-23.0,23.0
47447,2020-2021,1,36,Barcelona,Levante,26030,23.0,6.0,6.0,T,2.0,47.0,-47.0
47455,2020-2021,1,36,Sevilla FC,Valencia,26031,22.0,8.0,5.0,W,4.0,22.0,-22.0
47448,2020-2021,1,36,Celta de Vigo,Getafe,26032,12.0,12.0,11.0,W,8.0,-3.0,3.0
47446,2020-2021,1,36,Athletic,SD Huesca,26033,11.0,11.0,13.0,L,9.0,8.0,-8.0
47452,2020-2021,1,36,Real Sociedad,Atlético Madrid,26034,15.0,9.0,11.0,L,5.0,18.0,-18.0
47452,2020-2021,1,36,Real Valladolid,Villarreal,26035,5.0,14.0,16.0,L,17.0,-17.0,17.0
47453,2020-2021,1,36,SD Eibar,Real Betis,26036,6.0,18.0,11.0,T,20.0,-19.0,19.0
47450,2020-2021,1,36,Granada CF,Real Madrid,26037,13.0,16.0,6.0,L,10.0,-13.0,13.0
47456,2020-2021,1,37,Alavés,Granada CF,26038,8.0,17.0,11.0,W,15.0,-22.0,22.0
47457,2020-2021,1,37,Athletic,Real Madrid,26039,11.0,12.0,13.0,L,9.0,7.0,-7.0
47458,2020-2021,1,37,Atlético Madrid,CA Osasuna,26040,24.0,4.0,8.0,W,1.0,40.0,-40.0
47459,2020-2021,1,37,Barcelona,Celta de Vigo,26041,23.0,6.0,7.0,L,3.0,47.0,-47.0
47460,2020-2021,1,37,Cádiz CF,Elche CF,26042,11.0,15.0,10.0,L,12.0,-20.0,20.0
47459,2020-2021,1,37,Levante,Getafe,26043,9.0,14.0,13.0,L,13.0,-10.0,10.0
47462,2020-2021,1,37,Real Betis,SD Huesca,26044,15.0,11.0,10.0,W,7.0,-2.0,2.0
47463,2020-2021,1,37,Real Sociedad,Real Valladolid,26045,15.0,10.0,11.0,W,5.0,17.0,-17.0
47464,2020-2021,1,37,Valencia,SD Eibar,26046,9.0,15.0,12.0,W,14.0,-6.0,6.0
47465,2020-2021,1,37,Villarreal,Sevilla FC,26047,14.0,9.0,13.0,W,6.0,13.0,-13.0
47469,2020-2021,1,38,Cádiz CF,Levante,26048,11.0,16.0,10.0,T,12.0,-22.0,22.0
47471,2020-2021,1,38,Real Betis,Celta de Vigo,26049,16.0,11.0,10.0,W,7.0,-1.0,1.0
47473,2020-2021,1,38,SD Eibar,Barcelona,26050,6.0,19.0,12.0,L,20.0,-22.0,22.0
47466,2020-2021,1,38,Athletic,Elche CF,26051,11.0,13.0,13.0,L,9.0,6.0,-6.0
47474,2020-2021,1,38,SD Huesca,Valencia,26052,7.0,18.0,12.0,T,18.0,-19.0,19.0
47466,2020-2021,1,38,CA Osasuna,Real Sociedad,26053,11.0,15.0,11.0,L,11.0,-10.0,10.0
47474,2020-2021,1,38,Villarreal,Real Madrid,26054,15.0,9.0,13.0,L,6.0,17.0,-17.0
47467,2020-2021,1,38,Atlético Madrid,Real Valladolid,26055,25.0,4.0,8.0,W,1.0,41.0,-41.0
47469,2020-2021,1,38,Granada CF,Getafe,26056,13.0,18.0,6.0,T,10.0,-18.0,18.0
47475,2020-2021,1,38,Sevilla FC,Alavés,26057,23.0,9.0,5.0,W,4.0,19.0,-19.0
454,1932-1933,2,1,Real Unión,Celta de Vigo,26058,,,,L,,,
454,1932-1933,2,1,Sevilla FC,Real Gijón,26059,,,,W,,,
450,1932-1933,2,1,CA Osasuna,Real Murcia,26060,,,,L,,,
450,1932-1933,2,1,Athletic Madrid,Dep. La Coruña,26061,,,,T,,,
453,1932-1933,2,1,Real Oviedo,CD Castellón,26062,,,,W,,,
459,1932-1933,2,2,Sevilla FC,CD Castellón,26063,1.0,0.0,0.0,W,2.0,3.0,-3.0
457,1932-1933,2,2,Real Murcia,Real Gijón,26064,1.0,0.0,0.0,T,4.0,1.0,-1.0
459,1932-1933,2,2,Real Unión,Athletic Madrid,26065,0.0,1.0,0.0,W,8.0,-2.0,2.0
457,1932-1933,2,2,Dep. La Coruña,Real Oviedo,26066,0.0,0.0,1.0,W,6.0,0.0,0.0
455,1932-1933,2,2,CA Osasuna,Celta de Vigo,26067,0.0,1.0,0.0,W,7.0,-1.0,1.0
464,1932-1933,2,3,Sevilla FC,Real Unión,26068,2.0,0.0,0.0,L,1.0,5.0,-5.0
462,1932-1933,2,3,Dep. La Coruña,Real Murcia,26069,1.0,0.0,1.0,L,2.0,2.0,-2.0
463,1932-1933,2,3,Real Oviedo,Real Gijón,26070,1.0,1.0,0.0,T,6.0,5.0,-5.0
460,1932-1933,2,3,CA Osasuna,Athletic Madrid,26071,1.0,1.0,0.0,W,5.0,1.0,-1.0
461,1932-1933,2,3,Celta de Vigo,CD Castellón,26072,1.0,1.0,0.0,W,7.0,0.0,0.0
469,1932-1933,2,4,Real Unión,CA Osasuna,26073,2.0,1.0,0.0,W,4.0,5.0,-5.0
468,1932-1933,2,4,Real Murcia,CD Castellón,26074,2.0,0.0,1.0,W,1.0,2.0,-2.0
465,1932-1933,2,4,Athletic Madrid,Sevilla FC,26075,0.0,2.0,1.0,T,9.0,-10.0,10.0
467,1932-1933,2,4,Dep. La Coruña,Real Gijón,26076,1.0,1.0,1.0,W,7.0,1.0,-1.0
468,1932-1933,2,4,Real Oviedo,Celta de Vigo,26077,1.0,1.0,1.0,W,6.0,5.0,-5.0
471,1932-1933,2,5,Celta de Vigo,Sevilla FC,26078,2.0,2.0,0.0,W,7.0,2.0,-2.0
472,1932-1933,2,5,Dep. La Coruña,Real Unión,26079,2.0,1.0,1.0,L,4.0,2.0,-2.0
473,1932-1933,2,5,Real Oviedo,Real Murcia,26080,2.0,1.0,1.0,W,3.0,6.0,-6.0
470,1932-1933,2,5,CD Castellón,Athletic Madrid,26081,0.0,4.0,0.0,L,10.0,-14.0,14.0
471,1932-1933,2,5,CA Osasuna,Real Gijón,26082,2.0,2.0,0.0,L,6.0,4.0,-4.0
477,1932-1933,2,6,Real Murcia,Sevilla FC,26083,3.0,1.0,1.0,L,3.0,2.0,-2.0
479,1932-1933,2,6,Real Unión,Real Gijón,26084,4.0,1.0,0.0,L,1.0,12.0,-12.0
475,1932-1933,2,6,Athletic Madrid,Celta de Vigo,26085,1.0,2.0,2.0,W,9.0,-9.0,9.0
475,1932-1933,2,6,CD Castellón,Dep. La Coruña,26086,0.0,5.0,0.0,L,10.0,-15.0,15.0
478,1932-1933,2,6,Real Oviedo,CA Osasuna,26087,3.0,1.0,1.0,T,2.0,8.0,-8.0
483,1932-1933,2,7,Real Murcia,Athletic Madrid,26088,3.0,2.0,1.0,W,5.0,0.0,0.0
481,1932-1933,2,7,CD Castellón,Real Unión,26089,0.0,6.0,0.0,W,10.0,-19.0,19.0
484,1932-1933,2,7,Sevilla FC,Real Oviedo,26090,3.0,2.0,1.0,L,4.0,3.0,-3.0
480,1932-1933,2,7,CA Osasuna,Dep. La Coruña,26091,2.0,3.0,1.0,W,9.0,-2.0,2.0
482,1932-1933,2,7,Celta de Vigo,Real Gijón,26092,3.0,3.0,0.0,L,6.0,3.0,-3.0
488,1932-1933,2,8,Real Unión,Real Murcia,26093,4.0,3.0,0.0,W,3.0,5.0,-5.0
489,1932-1933,2,8,Sevilla FC,CA Osasuna,26094,3.0,3.0,1.0,W,6.0,-1.0,1.0
487,1932-1933,2,8,Celta de Vigo,Dep. La Coruña,26095,3.0,4.0,0.0,L,8.0,2.0,-2.0
487,1932-1933,2,8,Real Gijón,CD Castellón,26096,3.0,2.0,2.0,W,4.0,7.0,-7.0
485,1932-1933,2,8,Athletic Madrid,Real Oviedo,26097,2.0,3.0,2.0,W,9.0,-10.0,10.0
494,1932-1933,2,9,Real Oviedo,Real Unión,26098,4.0,2.0,2.0,W,3.0,9.0,-9.0
494,1932-1933,2,9,Sevilla FC,Dep. La Coruña,26099,4.0,3.0,1.0,L,5.0,1.0,-1.0
491,1932-1933,2,9,Celta de Vigo,Real Murcia,26100,3.0,5.0,0.0,W,9.0,-3.0,3.0
490,1932-1933,2,9,CD Castellón,CA Osasuna,26101,1.0,7.0,0.0,W,10.0,-21.0,21.0
490,1932-1933,2,9,Athletic Madrid,Real Gijón,26102,3.0,3.0,2.0,W,7.0,-7.0,7.0
499,1932-1933,2,10,Real Unión,Celta de Vigo,26103,5.0,4.0,0.0,W,3.0,11.0,-11.0
499,1932-1933,2,10,Sevilla FC,Real Gijón,26104,4.0,4.0,1.0,L,7.0,-1.0,1.0
497,1932-1933,2,10,Real Murcia,CA Osasuna,26105,4.0,4.0,1.0,L,6.0,-6.0,6.0
495,1932-1933,2,10,Athletic Madrid,Dep. La Coruña,26106,4.0,3.0,2.0,T,4.0,-5.0,5.0
496,1932-1933,2,10,CD Castellón,Real Oviedo,26107,2.0,7.0,0.0,L,10.0,-20.0,20.0
500,1932-1933,2,11,CA Osasuna,Celta de Vigo,26108,4.0,5.0,1.0,L,6.0,7.0,-7.0
501,1932-1933,2,11,CD Castellón,Sevilla FC,26109,2.0,8.0,0.0,L,10.0,-22.0,22.0
502,1932-1933,2,11,Real Murcia,Real Gijón,26110,4.0,5.0,1.0,W,8.0,-11.0,11.0
504,1932-1933,2,11,Real Unión,Athletic Madrid,26111,6.0,4.0,0.0,L,2.0,14.0,-14.0
502,1932-1933,2,11,Dep. La Coruña,Real Oviedo,26112,5.0,3.0,2.0,L,4.0,0.0,0.0
509,1932-1933,2,12,Sevilla FC,Real Unión,26113,5.0,5.0,1.0,L,7.0,-1.0,1.0
507,1932-1933,2,12,Dep. La Coruña,Real Murcia,26114,5.0,4.0,2.0,T,5.0,-5.0,5.0
508,1932-1933,2,12,Real Oviedo,Real Gijón,26115,7.0,2.0,2.0,W,1.0,18.0,-18.0
505,1932-1933,2,12,Athletic Madrid,CA Osasuna,26116,5.0,3.0,3.0,T,2.0,-3.0,3.0
506,1932-1933,2,12,Celta de Vigo,CD Castellón,26117,5.0,6.0,0.0,W,8.0,-2.0,2.0
510,1932-1933,2,13,CA Osasuna,Real Unión,26118,4.0,6.0,2.0,T,9.0,4.0,-4.0
511,1932-1933,2,13,CD Castellón,Real Murcia,26119,2.0,10.0,0.0,L,10.0,-27.0,27.0
514,1932-1933,2,13,Sevilla FC,Athletic Madrid,26120,5.0,6.0,1.0,L,8.0,-2.0,2.0
512,1932-1933,2,13,Dep. La Coruña,Real Gijón,26121,5.0,4.0,3.0,L,5.0,-5.0,5.0
513,1932-1933,2,13,Real Oviedo,Celta de Vigo,26122,8.0,2.0,2.0,L,1.0,19.0,-19.0
518,1932-1933,2,14,Real Murcia,Real Oviedo,26123,6.0,5.0,2.0,L,6.0,-6.0,6.0
519,1932-1933,2,14,Sevilla FC,Celta de Vigo,26124,5.0,7.0,1.0,T,8.0,-3.0,3.0
515,1932-1933,2,14,CD Castellón,Athletic Madrid,26125,2.0,11.0,0.0,L,10.0,-28.0,28.0
517,1932-1933,2,14,Real Gijón,CA Osasuna,26126,6.0,5.0,2.0,L,5.0,11.0,-11.0
517,1932-1933,2,14,Dep. La Coruña,Real Unión,26127,5.0,5.0,3.0,W,7.0,-7.0,7.0
522,1932-1933,2,15,Real Murcia,Sevilla FC,26128,6.0,6.0,2.0,W,7.0,-9.0,9.0
524,1932-1933,2,15,Real Unión,Real Gijón,26129,7.0,6.0,1.0,W,4.0,8.0,-8.0
520,1932-1933,2,15,Athletic Madrid,Celta de Vigo,26130,7.0,3.0,4.0,W,2.0,5.0,-5.0
521,1932-1933,2,15,CA Osasuna,Real Oviedo,26131,5.0,6.0,3.0,L,8.0,5.0,-5.0
522,1932-1933,2,15,Dep. La Coruña,CD Castellón,26132,6.0,5.0,3.0,W,5.0,-2.0,2.0
528,1932-1933,2,16,Real Murcia,Athletic Madrid,26133,7.0,6.0,2.0,L,5.0,-8.0,8.0
526,1932-1933,2,16,CD Castellón,Real Unión,26134,2.0,13.0,0.0,L,10.0,-36.0,36.0
527,1932-1933,2,16,Celta de Vigo,Real Gijón,26135,7.0,7.0,1.0,L,6.0,-1.0,1.0
526,1932-1933,2,16,Dep. La Coruña,CA Osasuna,26136,7.0,5.0,3.0,W,4.0,-1.0,1.0
529,1932-1933,2,16,Real Oviedo,Sevilla FC,26137,10.0,3.0,2.0,W,1.0,27.0,-27.0
530,1932-1933,2,17,Athletic Madrid,Real Oviedo,26138,9.0,3.0,4.0,L,2.0,8.0,-8.0
532,1932-1933,2,17,Real Gijón,CD Castellón,26139,7.0,7.0,2.0,W,5.0,10.0,-10.0
531,1932-1933,2,17,Dep. La Coruña,Celta de Vigo,26140,8.0,5.0,3.0,L,4.0,4.0,-4.0
534,1932-1933,2,17,Sevilla FC,CA Osasuna,26141,5.0,9.0,2.0,L,9.0,-5.0,5.0
533,1932-1933,2,17,Real Unión,Real Murcia,26142,9.0,6.0,1.0,L,3.0,16.0,-16.0
538,1932-1933,2,18,Real Unión,Real Oviedo,26143,9.0,7.0,1.0,T,3.0,15.0,-15.0
535,1932-1933,2,18,Athletic Madrid,Real Gijón,26144,9.0,4.0,4.0,W,2.0,4.0,-4.0
539,1932-1933,2,18,Sevilla FC,Dep. La Coruña,26145,5.0,10.0,2.0,T,9.0,-9.0,9.0
536,1932-1933,2,18,Celta de Vigo,Real Murcia,26146,8.0,8.0,1.0,L,7.0,0.0,0.0
